# ns,rw,reg,byte — MAME macqd700 SWIM/IWM trace, 7.5.3 boot, NO floppy.
# Captured 2026-08-06 (Lua taps on 0x50F1E000-0x50F1FFFF).  The byte is
# in bits 31:24 of the tapped word; masking the LOW byte gives all-zeros.
# Default vector for tb_iwm.cpp::test_mame_capture_replay.
50800,R,8,ff
50900,R,a,ff
51000,R,9,00
51100,R,1,00
51200,R,3,00
51300,R,4,00
51400,R,0,00
51500,R,2,00
51600,R,d,b7
51700,R,e,b7
51800,R,c,00
51900,W,6,80
52000,R,8,ff
52100,R,a,ff
52200,R,9,00
52300,R,1,00
52400,R,3,00
52500,R,4,00
52600,R,0,00
52700,R,2,00
52800,R,d,b7
52900,R,e,b7
53000,R,c,00
53100,W,6,80
53200,R,8,ff
53300,R,a,ff
53400,R,9,00
53500,R,1,00
53600,R,3,00
53700,R,4,00
53800,R,0,00
53900,R,2,00
54000,R,d,b7
54100,R,e,b7
54200,R,c,00
54300,W,6,80
54400,R,8,ff
54500,R,a,ff
54600,R,9,00
54700,R,1,00
54800,R,3,00
54900,R,4,00
55000,R,0,00
55100,R,2,00
55200,R,d,b7
55300,R,e,b7
55400,R,c,00
55500,W,6,80
55600,R,8,ff
55700,R,a,ff
55800,R,9,00
55900,R,1,00
56000,R,3,00
56100,R,4,00
56200,R,0,00
56300,R,2,00
56400,R,d,b7
56500,R,e,b7
56600,R,c,00
56700,W,6,80
56800,R,8,ff
56900,R,a,ff
57000,R,9,00
57100,R,1,00
57200,R,3,00
57300,R,4,00
57400,R,0,00
57500,R,2,00
57600,R,d,b7
57700,R,e,b7
57800,R,c,00
57900,W,6,80
58000,R,8,ff
58100,R,a,ff
58200,R,9,00
58300,R,1,00
58400,R,3,00
58500,R,4,00
58600,R,0,00
58700,R,2,00
58800,R,d,b7
58900,R,e,b7
59000,R,c,00
59100,W,6,80
59200,R,8,ff
59300,R,a,ff
59400,R,9,00
59500,R,1,00
59600,R,3,00
59700,R,4,00
59800,R,0,00
59900,R,2,00
60000,R,d,b7
60100,R,e,b7
60200,R,c,00
60300,W,6,80
60400,R,8,ff
60500,R,a,ff
60600,R,9,00
60700,R,1,00
60800,R,3,00
60900,R,4,00
61000,R,0,00
61100,R,2,00
61200,R,d,b7
61300,R,e,b7
61400,R,c,00
61500,W,6,80
61600,R,8,ff
61700,R,a,ff
61800,R,9,00
61900,R,1,00
62000,R,3,00
62100,R,4,00
62200,R,0,00
62300,R,2,00
62400,R,d,b7
62500,R,e,b7
62600,R,c,00
62700,W,6,80
62800,R,8,ff
62900,R,a,ff
63000,R,9,00
63100,R,1,00
63200,R,3,00
63300,R,4,00
63400,R,0,00
63500,R,2,00
63600,R,d,b7
63700,R,e,b7
63800,R,c,00
63900,W,6,80
64000,R,8,ff
64100,R,a,ff
64200,R,9,00
64300,R,1,00
64400,R,3,00
64500,R,4,00
64600,R,0,00
64700,R,2,00
64800,R,d,b7
64900,R,e,b7
65000,R,c,00
65100,W,6,80
65200,R,8,ff
65300,R,a,ff
65400,R,9,00
65500,R,1,00
65600,R,3,00
65700,R,4,00
65800,R,0,00
65900,R,2,00
66000,R,d,b7
66100,R,e,b7
66200,R,c,00
66300,W,6,80
66400,R,8,ff
66500,R,a,ff
66600,R,9,00
66700,R,1,00
66800,R,3,00
66900,R,4,00
67000,R,0,00
67100,R,2,00
67200,R,d,b7
67300,R,e,b7
67400,R,c,00
67500,W,6,80
67600,R,8,ff
67700,R,a,ff
67800,R,9,00
67900,R,1,00
68000,R,3,00
68100,R,4,00
68200,R,0,00
68300,R,2,00
68400,R,d,b7
68500,R,e,b7
68600,R,c,00
68700,W,6,80
68800,R,8,ff
68900,R,a,ff
69000,R,9,00
69100,R,1,00
69200,R,3,00
69300,R,4,00
69400,R,0,00
69500,R,2,00
69600,R,d,b7
69700,R,e,b7
69800,R,c,00
69900,W,6,80
70000,R,8,ff
70100,R,a,ff
70200,R,9,00
70300,R,1,00
70400,R,3,00
70500,R,4,00
70600,R,0,00
70700,R,2,00
70800,R,d,b7
70900,R,e,b7
71000,R,c,00
71100,W,6,80
71200,R,8,ff
71300,R,a,ff
71400,R,9,00
71500,R,1,00
71600,R,3,00
71700,R,4,00
71800,R,0,00
71900,R,2,00
72000,R,d,b7
72100,R,e,b7
72200,R,c,00
72300,W,6,80
72400,R,8,ff
72500,R,a,ff
72600,R,9,00
72700,R,1,00
72800,R,3,00
72900,R,4,00
73000,R,0,00
73100,R,2,00
73200,R,d,b7
73300,R,e,b7
73400,R,c,00
73500,W,6,80
73600,R,8,ff
73700,R,a,ff
73800,R,9,00
73900,R,1,00
74000,R,3,00
74100,R,4,00
74200,R,0,00
74300,R,2,00
74400,R,d,b7
74500,R,e,b7
74600,R,c,00
74700,W,6,80
74800,R,8,ff
74900,R,a,ff
75000,R,9,00
75100,R,1,00
75200,R,3,00
75300,R,4,00
75400,R,0,00
75500,R,2,00
75600,R,d,b7
75700,R,e,b7
75800,R,c,00
75900,W,6,80
76000,R,8,ff
76100,R,a,ff
76200,R,9,00
76300,R,1,00
76400,R,3,00
76500,R,4,00
76600,R,0,00
76700,R,2,00
76800,R,d,b7
76900,R,e,b7
77000,R,c,00
77100,W,6,80
77200,R,8,ff
77300,R,a,ff
77400,R,9,00
77500,R,1,00
77600,R,3,00
77700,R,4,00
77800,R,0,00
77900,R,2,00
78000,R,d,b7
78100,R,e,b7
78200,R,c,00
78300,W,6,80
78400,R,8,ff
78500,R,a,ff
78600,R,9,00
78700,R,1,00
78800,R,3,00
78900,R,4,00
79000,R,0,00
79100,R,2,00
79200,R,d,b7
79300,R,e,b7
79400,R,c,00
79500,W,6,80
79600,R,8,ff
79700,R,a,ff
79800,R,9,00
79900,R,1,00
80000,R,3,00
80100,R,4,00
80200,R,0,00
80300,R,2,00
80400,R,d,b7
80500,R,e,b7
80600,R,c,00
80700,W,6,80
80800,R,8,ff
80900,R,a,ff
81000,R,9,00
81100,R,1,00
81200,R,3,00
81300,R,4,00
81400,R,0,00
81500,R,2,00
81600,R,d,b7
81700,R,e,b7
81800,R,c,00
81900,W,6,80
82000,R,8,ff
82100,R,a,ff
82200,R,9,00
82300,R,1,00
82400,R,3,00
82500,R,4,00
82600,R,0,00
82700,R,2,00
82800,R,d,b7
82900,R,e,b7
83000,R,c,00
83100,W,6,80
83200,R,8,ff
83300,R,a,ff
83400,R,9,00
83500,R,1,00
83600,R,3,00
83700,R,4,00
83800,R,0,00
83900,R,2,00
84000,R,d,b7
84100,R,e,b7
84200,R,c,00
84300,W,6,80
84400,R,8,ff
84500,R,a,ff
84600,R,9,00
84700,R,1,00
84800,R,3,00
84900,R,4,00
85000,R,0,00
85100,R,2,00
85200,R,d,b7
85300,R,e,b7
85400,R,c,00
85500,W,6,80
85600,R,8,ff
85700,R,a,ff
85800,R,9,00
85900,R,1,00
86000,R,3,00
86100,R,4,00
86200,R,0,00
86300,R,2,00
86400,R,d,b7
86500,R,e,b7
86600,R,c,00
86700,W,6,80
86800,R,8,ff
